Symbol,GeneID,Raw counts
CCDC106,29903,1
U2AF2,11338,30
EPN1,29924,4
NLRP9,338321,0
RFPL4A,342931,0
RFPL4AL1,729974,0
NLRP11,204801,0
NLRP4,147945,0
NLRP13,126204,0
NLRP8,126205,0
NLRP5,126206,0
LINC01864,101928886,0
ZNF787,126208,0
ZNF444,55311,0
GALP,85569,0
ZSCAN5B,342933,0
ZSCAN5A,79149,1
EDDM13,100506374,20
ZNF542P,147947,0
ZNF582,147948,0
ZNF582-DT,386758,2
ZNF583,147949,0
ZNF667,63934,0
ZNF667-AS1,100128252,0
ZNF471,57573,0
ZFP28,140612,0
ZNF470,388566,0
ZNF71,58491,0
SMIM17,147670,0
ZNF835,90485,0
ZIM2-AS1,101929059,0
ZIM2,23619,0
PEG3,5178,1
PEG3-AS1,100169890,0
MIMT1,100073347,0
USP29,57663,0
ZIM3,114026,0
DUXA,503835,0
ZNF264,9422,5
AURKC,6795,0
ZNF805,390980,0
ZNF460-AS1,105372476,0
ZNF460,10794,2
ZNF543,125919,0
ZNF304,57343,0
ZNF547,284306,5
TRAPPC2B,10597,18
ZNF548,147694,10
ZNF17,7565,3
ZNF749,388567,1
VN1R1,57191,0
ZNF772,400720,0
ZNF419,79744,0
ZNF773,374928,4
ZNF549,256051,0
ZNF550,162972,0
ZNF416,55659,0
ZIK1,284307,1
ZNF530,348327,2
ZNF134,7693,0
ZNF211,10520,0
ZSCAN4,201516,0
ZNF551,90233,0
ZNF154,7710,0
ZNF671,79891,0
ZNF776,284309,1
ZNF586,54807,0
ZNF552,79818,1
FKBP1AP1,2282,16
ZNF587B,100293516,0
ZNF587,84914,2
ZNF814,730051,0
ZNF417,147687,0
ZNF418,147686,0
ZNF256,10172,0
C19orf18,147685,0
ZNF606,80095,0
LOC100128398,100128398,0
ZSCAN1,284312,0
ZNF135,7694,1
ZSCAN18,65982,0
ZNF329,79673,4
ZNF274,10782,3
ZNF544,27300,10
ZNF8,7554,0
ZSCAN22,342945,6
MIR6806,102465484,0
A1BG,1,4
A1BG-AS1,503538,1
ZNF497,162968,0
ZNF497-AS1,105372483,0
ZNF837,116412,0
MIR4754,100616168,0
RPS5,6193,526
RNF225,646862,0
ZNF584,201514,0
ZNF324B,388569,1
ZNF132,7691,0
ZNF324,25799,1
ZNF446,55663,4
SLC27A5,10998,1
ZBTB45,84878,1
TRIM28,10155,11
MIR6807,102465976,0
CHMP2A,27243,158
UBE2M,9040,8
MZF1-AS1,100131691,1
MZF1,7593,0
CENPBD2P,65996,6
FAM110C,642273,6
SH3YL1,26751,66
ACP1,52,249
ALKAL2,285016,0
LOC101927262,101927262,0
LOC100996637,100996637,0
LOC105373352,105373352,0
TMEM18,129787,98
LOC105373480,105373480,0
LINC01115,339822,0
LINC01939,101060385,0
SNTG2-AS1,101060391,0
SNTG2,54221,0
TPO,7173,0
LOC102723730,102723730,0
PXDN,7837,2
MYT1L,23040,0
MYT1L-AS1,730811,0
LINC01250,101927554,0
EIPR1,7260,81
TRAPPC12,51112,3
ADI1,55256,28
RNASEH1,246243,14
RNASEH1-DT,100506054,6
RPS7,6201,55
COLEC11,78989,0
ALLC,55821,0
DCDC2C,728597,1
LINC01304,100505964,0
LOC105373395,105373395,0
LOC105373397,105373397,0
LINC01249,727982,0
LINC01248,102723818,0
SOX11,6664,0
SILC1,150622,0
MIR7158,102465693,0
LOC400940,400940,0
LINC01247,101929390,0
LINC01246,102800315,0
MIR7515HG,102800314,0
MIR7515,102466235,0
LINC00487,400941,0
NRIR,104326052,0
CMPK2,129607,0
RSAD2,91543,0
GRASLND,386597,0
RNF144A,9781,0
LOC101929452,101929452,0
LOC100506274,100506274,0
LOC101929551,101929551,0
LINC00298,339788,0
LINC00299,339789,0
LINC01814,101929567,0
ID2-AS1,100506299,2
ID2,3398,7
KIDINS220,57498,23
MBOAT2,129642,28
ASAP2,8853,4
ITGB1BP1,9270,99
CPSF3,51692,252
IAH1,285148,177
ADAM17,6868,31
LOC101929643,101929643,0
YWHAQ,10971,131
TAF1B,9014,51
GRHL1,29841,72
KLF11,8462,0
CYS1,192668,0
RRM2,6241,7
MIR4261,100422929,0
HPCAL1,3241,1
ODC1,4953,5
SNORA80B,100302743,1
ODC1-DT,101929715,0
NOL10,79954,37
ATP6V1C2,245973,10
PDIA6,10130,323
LINC01954,101929733,0
KCNF1,3754,0
FLJ33534,285150,0
C2orf50,130813,0
SLC66A3,130814,4
ROCK2,9475,5
LINC00570,100874055,0
E2F6,1876,2
GREB1,9687,0
MIR4429,100616469,0
NTSR2,23620,0
LPIN1,23175,11
LOC100506405,100506405,0
MIR548S,100422862,0
MIR4262,100422996,0
MIR3681HG,100506457,2
MIR3681,100500884,0
TRIB2,28951,7
MIR3125,100422986,0
LOC100506474,100506474,0
LINC00276,100499171,0
LRATD1,151354,10
NBAS,51594,20
DDX1,1653,135
LINC01804,101926966,0
MYCNUT,103752554,0
MYCNOS,10408,0
MYCN,4613,0
GACAT3,104797537,0
CYRIA,81553,18
RAD51AP2,729475,0
VSNL1,7447,0
SMC6,79677,29
GEN1,348654,0
MSGN1,343930,0
KCNS3,3790,1
NT5C1B-RDH14,100526794,0
RDH14,57665,0
NT5C1B,93034,0
MIR4757,100616307,0
OSR1,130497,0
LINC00954,400946,0
TTC32,130502,25
WDR35,57539,0
WDR35-DT,101928222,0
MATN3,4148,0
LAPTM4A,9741,737
SDC1,6382,128
PUM2,23369,23
RHOB,388,6
HS1BP3-IT1,100874343,0
HS1BP3,64342,6
GDF7,151449,0
LDAH,60526,6
LINC02850,101928271,0
APOB,338,0
TDRD15,100129278,0
LINC01822,645949,0
LINC01884,102723362,0
KLHL29,114818,2
ATAD2B,54454,1
UBXN2A,165324,11
MFSD2B,388931,0
WDCP,80304,0
FKBP1B,2281,0
SF3B6,51639,313
FAM228B,375190,6
TP53I3,9540,72
PFN4,375189,0
FAM228A,653140,0
ITSN2,50618,10
NCOA1,8648,1
PTRHD1,391356,77
CENPO,79172,0
ADCY3,109,6
DNAJC27,51277,2
DNAJC27-AS1,729723,2
EFR3B,22979,0
POMC,5443,0
DNMT3A,1788,3
MIR1301,100302246,0
DTNB,1838,4
ASXL2,55252,17
KIF3C,3797,2
RAB10,10890,360
GAREM2,150946,0
HADHA,3030,37
HADHB,3032,34
ADGRF3,165082,0
SELENOI,85465,8
DRC1,92749,0
OTOF,9381,0
FAM166C,339778,0
CIB4,130106,0
KCNK3,3777,0
SLC35F6,54978,10
CENPA,1058,0
DPYSL5,56896,0
MAPRE3,22924,0
TMEM214,54867,8
AGBL5-AS1,100874031,0
TRY-GTA2-1,100189022,0
AGBL5,60509,14
OST4,100128731,111
EMILIN1,11117,0
KHK,3795,0
CGREF1,10669,0
ABHD1,84696,0
PREB,10113,0
PRR30,339779,0
TCF23,150921,0
SLC5A6,8884,1
ATRAID,51374,275
CAD,790,10
SLC30A3,7781,0
DNAJC5G,285126,0
TRIM54,57159,0
UCN,7349,0
MPV17,4358,84
GTF3C2,2976,22
GTF3C2-AS1,100505624,0
EIF2B4,8890,26
SNX17,9784,57
ZNF513,130557,0
PPM1G,5496,8
FTH1P3,2498,116
NRBP1,29959,27
KRTCAP3,200634,4
IFT172,26160,1
FNDC4,64838,0
GCKR,2646,0
C2orf16,84226,0
ZNF512,84450,9
CCDC121,79635,0
GPN1,11321,109
SUPT7L,9913,15
SLC4A1AP,22950,21
LOC105374378,105374378,3
MRPL33,9553,215
RBKS,64080,37
BABAM2-AS1,100302650,0
BABAM2,9577,125
MIR4263,100422965,0
LOC100505736,100505736,0
LOC100505716,100505716,0
LOC105374382,105374382,0
FOSL2-AS1,403150,0
FOSL2,2355,27
PLB1,151056,14
PPP1CB,5500,218
SPDYA,245711,0
TRMT61B,55006,22
WDR43,23160,29
SNORD92,692209,0
SNORD53,26796,0
TOGARAM2,165186,0
PCARE,388939,0
CLIP4,79745,64
ALK,238,0
YPEL5,51646,135
LBH,81606,3
LINC01936,285043,0
LCLAT1,253558,22
CAPN13,92291,2
GALNT14,79623,0
CAPN14,440854,0
EHD3,30845,1
XDH,7498,3
SRD5A2,6716,0
MEMO1,51072,9
DPY30,84661,198
SPAST,6683,13
SLC30A6,55676,3
NLRC4,58484,0
YIPF4,84272,15
BIRC6,57448,13
MIR558,693143,0
BIRC6-AS2,103752586,0
TTC27,55622,64
MIR4765,100616219,0
LINC00486,285045,0
LTBP1,4052,45
MIR4430,100616136,0
RASGRP3,25780,0
FAM98A,25940,1
LINC01317,104355287,0
MYADML,151325,0
LINC01320,104355288,0
MIR548AD,100616475,0
CRIM1-DT,100288911,1
CRIM1,51232,5
FEZ2,9637,25
VIT,5212,0
STRN,6801,6
HEATR5B,54497,0
GPATCH11,253635,4
EIF2AK2,5610,11
SULT6B1,391365,0
CEBPZOS,100505876,29
CEBPZ,10153,56
NDUFAF7,55471,4
PRKD3,23683,3
QPCT,25797,7
CDC42EP3,10602,4
LINC00211,101929559,0
RMDN2,151393,0
RMDN2-AS1,101410544,0
CYP1B1,1545,3
CYP1B1-AS1,285154,0
ATL2,64225,75
LINC02613,101929596,0
HNRNPLL,92906,16
GALM,130589,0
SRSF7,6432,131
GEMIN6,79833,33
DHX57,90957,8
MORN2,729967,87
ARHGEF33,100271715,0
LOC375196,375196,0
SOS1,6654,2
CDKL4,344387,0
MAP4K3,8491,8
MAP4K3-DT,728730,3
TMEM178A,130733,0
THUMPD2,80745,10
SLC8A1-AS1,100128590,0
SLC8A1,6546,5
LINC01913,388942,0
LINC01914,101929723,0
LINC02898,400950,0
PKDCC,91461,0
EML4-AS1,102723824,0
EML4,27436,6
COX7A2L,9167,216
KCNG3,170850,0
MTA3,57504,22
OXER1,165140,0
HAAO,23498,0
TRI-TAT2-1,100189265,0
LINC01819,102723854,0
LINC02580,100506047,0
ZFP36L2,678,33
LINC01126,100129726,0
THADA,63892,49
PLEKHH2,130271,0
C1GALT1C1L,728819,0
DYNC2LI1,51626,55
ABCG5,64240,0
ABCG8,64241,0
LRPPRC,10128,81
PPM1B,5495,10
SLC3A1,6519,0
PREPL,9581,0
CAMKMT,79823,6
SIX3-AS1,100506108,0
SIX3,6496,0
SIX2,10736,0
LINC01121,400952,0
SRBD1,55133,9
LOC102724965,102724965,0
PRKCE,5581,2
EPAS1,2034,28
LINC02583,101805491,0
TMEM247,388946,0
ATP6V1E2,90423,4
RHOQ,23433,7
RHOQ-AS1,100506142,0
PIGF,5281,6
CRIPT,9419,104
SOCS5,9655,1
LINC01118,388948,0
LINC01119,100134259,0
MCFD2,90411,70
TTC7A,57217,1
STPG4,285051,1
CALM2,805,545
EPCAM-DT,101927043,0
BCYRN1,618,119
EPCAM,4072,5
MIR559,693144,0
MSH2,4436,56
KCNK12,56660,0
MSH2-OT1,644093,0
MSH6,2956,7
FBXO11,80204,8
FOXN2,3344,7
PPP1R21,129285,2
STON1-GTF2A1L,286749,0
STON1,11037,0
GTF2A1L,11036,0
LHCGR,3973,0
FSHR,2492,0
MIR548BA,102465854,0
NRXN1,9378,0
MIR8485,103504737,0
LOC730100,730100,0
MIR4431,100616431,0
ASB3,51130,2
GPR75-ASB3,100302652,0
CHAC2,494143,5
ERLEC1,27248,55
MIR3682,100500850,1
GPR75,10936,0
PSME4,23198,6
ACYP2,98,23
TSPYL6,388951,0
C2orf73,129852,0
SPTBN1,6711,59
RPL23AP32,56969,1
EML6,400954,0
RTN4,57142,32
CLHC1,130162,0
RPS27A,6233,209
MTIF2,4528,27
PRORSD1P,344405,1
CCDC88A,55704,14
CFAP36,112942,102
PPP4R3B,57223,13
PNPT1,87178,5
EFEMP1,2202,32
MIR217HG,104355290,0
MIR217,406999,0
MIR216A,406998,0
MIR216B,100126319,0
LOC100129434,100129434,0
CCDC85A,114800,0
VRK2,7444,56
FANCL,55120,47
LINC01122,400955,0
LINC01793,101927285,0
MIR4432,100616473,0
BCL11A,53335,0
PAPOLG,64895,20
REL-DT,400957,0
REL,5966,2
PUS10,150962,15
PEX13,5194,40
SANBR,84542,5
C2orf74-DT,339803,9
C2orf74,339804,18
AHSA2P,130872,3
USP34,9736,20
SNORA70B,100124537,0
XPO1,7514,13
FAM161A,84140,0
CCT4,10575,202
COMMD1,150684,141
B3GNT2,10678,7
MIR5192,100847087,0
TMEM17,200728,4
EHBP1,23301,56
EHBP1-AS1,100132215,0
OTX1,5013,3
DBIL5P2,100169989,0
WDPCP,51057,0
MDH1,4190,178
UGP2,7360,244
VPS54,51542,6
PELI1,57162,8
LINC00309,150992,0
LOC100507006,100507006,0
MIR4433B,102465833,0
MIR4433A,100616265,0
LGALSL,29094,7
AFTPH-DT,101927402,0
AFTPH,54812,11
MIR4434,100616419,0
LINC02579,339807,0
SERTAD2,9792,7
LINC01800,101927438,0
LINC02245,400958,0
SLC1A4,6509,6
CEP68,23177,2
RAB1A,5861,138
ACTR2,10097,151
SPRED2,200734,6
MIR4778,100616464,0
LINC01873,729348,0
MEIS1-AS3,730198,0
MEIS1,4211,11
MEIS1-AS2,100873998,0
LINC01798,100507073,0
LINC01797,101927577,0
LINC01799,101060019,0
LINC01628,102724321,0
LINC01828,102800447,0
LINC01829,644838,0
LOC101927661,101927661,0
ETAA1,54465,1
LINC01812,101927701,0
C1D,10438,34
DNAAF10,116143,20
PNO1,56902,24
PPP3R1,5534,4
CNRIP1,25927,0
PLEK,5341,0
FBXO48,554251,4
APLF,200558,13
PROKR1,10887,0
ARHGAP25,9938,8
BMP10,27302,0
GKN2,200504,0
GKN1,56287,0
ANTXR1,84168,24
MIR3126,100423030,0
GFPT1,2673,109
NFU1,27247,10
AAK1,22848,16
SNORA36C,100124535,0
ANXA4,307,434
GMCL1,64395,1
SNRNP27,11017,80
MXD1,4084,45
ASPRV1,151516,477
PCBP1-AS1,400960,4
PCBP1,5093,61
LINC01816,100133985,2
C2orf42,54980,6
TIA1,7072,6
TRG-CCC2-1,100189231,0
MIR1285-2,100302268,0
PCYOX1,51449,25
SNRPG,6637,58
FAM136A,84908,17
TGFA,7039,35
TGFA-IT1,100874273,0
ADD2,119,0
FIGLA,344018,0
CLEC4F,165530,0
CD207,50489,0
LINC01143,104355141,0
VAX2,25806,0
ATP6V1B1,525,0
ATP6V1B1-AS1,101927750,0
ANKRD53,79998,0
TEX261,113419,0
OR7E91P,79315,5
"NAGK",55577,196
MCEE,84693,43
MPHOSPH10,10199,32
PAIP2B,400961,19
ZNF638,27332,38
DYSF,8291,0
CYP26B1,56603,0
EXOC6B,23233,17
SPR,6697,0
EMX1,2016,0
SFXN5,94097,11
RAB11FIP5,26056,6
NOTO,344022,0
SMYD5,10322,19
PRADC1,84279,2
CCT7,10574,59
FBXO41,150726,3
EGR4,1961,1
ALMS1,7840,1
ALMS1-IT1,100874291,1
"NAT8",9027,0
ALMS1P1,200420,0
"NAT8B",51471,0
TPRKB,51002,113
DUSP11,8446,160
C2orf78,388960,0
STAMBP,10617,74
ACTG2,72,2
DGUOK,1716,176
DGUOK-AS1,100874048,2
TET3,200424,5
BOLA3,388962,39
BOLA3-DT,100507171,1
MOB1A,55233,76
MTHFD2,10797,55
SLC4A5,57835,3
DCTN1,1639,19
DCTN1-AS1,100189589,0
C2orf81,388963,0
WDR54,84058,23
RTKN,6242,12
INO80B-WBP1,100532735,0
INO80B,83444,0
WBP1,23559,5
MOGS,7841,3
MRPL53,116540,62
CCDC142,84865,0
TTC31,64427,5
LBX2,85474,0
LBX2-AS1,151534,1
PCGF1,84759,14
TLX2,3196,0
DQX1,165545,0
AUP1,550,60
HTRA2,27429,2
LOXL3,84695,0
DOK1,1796,1
M1AP,130951,0
SEMA4F,10505,1
HK2,3099,4
LINC01291,102724515,0
POLE4,56655,72
TACR1,6869,0
MIR5000,100846995,0
EVA1A,84141,10
EVA1A-AS,101927884,0
MRPL19,9801,23
GCFC2,6936,5
LRRTM4,80059,0
LRRTM4-AS1,101927907,0
LOC101927967,101927967,0
LINC01851,101927926,0
SNAR-H,100170221,0
LOC101927948,101927948,0
REG3G,130120,0
REG1B,5968,0
REG1A,5967,0
REG1CP,5969,0
REG3A,5068,0
CTNNA2-AS1,101927987,0
CTNNA2,1496,0
MIR4264,100422888,0
MIR8080,102465877,0
LRRTM1,347730,0
LINC01815,100507201,0
DHFRP3,1720,0
LINC01809,101928031,0
FUNDC2P2,388965,0
SUCLG1,8802,376
DNAH6,1768,0
TRABD2A,129293,0
TMSB10,9168,4754
KCMF1,56888,31
TCF7L1,83439,2
LOC102724579,102724579,0
TGOLN2,10618,26
RETSAT,54884,16
ELMOD3,84173,0
CAPG,822,879
SH2D6,284948,0
PARTICL,100630918,1
MAT2A,4144,41
GGCX,2677,19
VAMP8,8673,411
VAMP5,10791,5
RNF181,51255,197
TMEM150A,129303,1
USP39,10713,87
C2orf68,388969,9
SFTPB,6439,0
GNLY,10578,14
ATOH8,84913,0
MIR6071,102466516,0
LOC284950,284950,0
ST3GAL5,8869,1
ST3GAL5-AS1,101928113,0
POLR1A,25885,19
PTCD3,55037,7
SNORD94,692225,0
IMMT,10989,22
MIR4779,100616159,0
MRPL35,51318,18
REEP1,65055,0
KDM3A,55818,39
CHMP3,51652,18
RNF103-CHMP3,100526767,0
RNF103,7844,5
RMND5A,64795,11
CD8A,925,0
CD8B,926,0
ANAPC1P1,100286979,0
RGPD1,400966,2
PLGLB1,5343,0
ANAPC1P2,285074,2
LOC102724642,102724642,1
MIR4771-1,100616370,0
CYTOR,112597,92
MIR4435-1,100616499,0
ANAPC1P4,730268,2
PLGLB2,5342,0
RGPD2,729857,3
KRCC1,51315,24
SMYD1,150572,0
MIR4780,100616447,0
FABP1,2168,0
THNSL2,55258,0
FOXI3,344167,0
TEX37,200523,0
LOC101928371,101928371,0
EIF2AK3,9451,1
EIF2AK3-DT,101928403,0
RPIA,22934,24
ANKRD36BP2,645784,0
MIR4436A,100616399,0
IGKC,3514,0
IGKJ5,28946,0
IGKJ4,28947,0
IGKJ3,28948,0
IGKJ2,28949,0
IGKJ1,28950,0
IGKV4-1,28908,0
IGKV5-2,28907,0
IGKV7-3,28905,0
IGKV2-4,28929,0
IGKV1-5,28299,0
IGKV1-6,28943,0
IGKV3-7,28915,0
IGKV1-8,28942,0
IGKV1-9,28941,0
IGKV2-10,28928,0
IGKV3-11,28914,0
IGKV1-12,28940,0
IGKV1-13,28939,0
IGKV2-14,28927,0
IGKV3-15,28913,0
IGKV1-16,28938,0
IGKV1-17,28937,0
IGKV2-18,28926,0
IGKV2-19,28925,0
IGKV3-20,28912,0
IGKV6-21,28906,0
IGKV1-22,28936,0
IGKV2-23,28924,0
IGKV2-24,28923,0
IGKV3-25,28911,0
IGKV2-26,28922,0
IGKV1-27,28935,0
IGKV2-28,28921,0
IGKV2-29,28920,0
IGKV2-30,28919,0
IGKV3-31,28910,0
IGKV1-32,28934,0
IGKV1-33,28933,0
IGKV3-34,28909,0
IGKV1-35,28932,0
IGKV2-36,28918,0
IGKV1-37,28931,0
IGKV2-38,28917,0
IGKV1-39,28930,0
IGKV2-40,28916,0
IGKV2D-40,28878,0
IGKV1D-39,28893,0
IGKV1D-37,28894,0
IGKV1D-33,28896,0
IGKV2D-30,28881,0
IGKV2D-29,28882,0
IGKV2D-28,28883,0
IGKV2D-26,28884,0
IGKV2D-24,28885,0
IGKV6D-21,28870,0
IGKV3D-20,28874,0
IGKV6D-41,28869,0
IGKV1D-17,28900,0
IGKV1D-16,28901,0
IGKV3D-15,28875,0
IGKV1D-13,28902,0
IGKV1D-12,28903,0
IGKV3D-11,28876,0
IGKV1D-42,28892,0
IGKV1D-43,28891,0
IGKV1D-8,28904,0
IGKV3D-7,28877,0
LSP1P4,654342,24
GGT8P,645367,1
ACTR3BP2,440888,0
LOC100133920,100133920,0
AQP7B,100509620,0
FAM95A,90499,0
ANKRD20A8P,729171,0
TEKT4,150483,2
LOC442028,442028,2
MAL,4118,4
MRPS5,64969,21
ZNF514,84874,1
ZNF2,7549,0
PROM2,150696,42
KCNIP3,30818,0
FAHD2A,51011,6
TRIM43B,653192,0
TRIM43,129868,0
LINC00342,150759,0
ANKRD36C,400986,0
FAHD2CP,729234,2
GPAT2,150763,0
ADRA2B,151,0
ASTL,431705,0
DUSP2,1844,0
STARD7,56910,5
STARD7-AS1,285033,1
TMEM127,55654,5
CIAO1,9391,15
SNRNP200,23020,30
ITPRIPL1,150771,1
NCAPH,23397,0
NEURL3,93082,0
ARID5A,10865,0
KANSL3,55683,6
FER1L5,90342,0
LMAN2L,81562,10
CNNM4,26504,0
MIR3127,100422928,0
CNNM3,26505,1
ANKRD23,200539,0
ANKRD39,51239,14
SEMA4C,54910,1
FAM178B,51252,0
LOC101927053,101927053,0
FAHD2B,151313,8
ANKRD36,375248,2
LOC100506076,100506076,0
APPAT,100506123,0
ANKRD36B,57730,0
COX5B,1329,628
ACTR1B,10120,11
C2orf92,728537,0
ZAP70,7535,0
TMEM131,23505,20
VWA3B,200403,0
CNGA3,1261,0
INPP4A,3631,1
COA5,493753,71
UNC50,25972,43
MGAT4A,11320,1
LINC02611,101927070,0
CRACDL,343990,0
TSGA10,80705,2
C2orf15,150590,0
LIPT1,51601,1
MITD1,129531,27
MRPL30,51263,18
LYG2,254773,0
LYG1,129530,0
TXNDC9,10190,45
EIF5B,9669,48
REV1,51455,5
AFF3,3899,0
LINC01104,150577,0
LONRF2,164832,0
CHST10,9486,0
NMS,129521,0
PDCL3,79031,7
NPAS2,4862,17
NPAS2-AS1,101927142,0
RPL31,6160,151
TBC1D8,11138,4
TBC1D8-AS1,100506286,0
CNOT11,55571,2
RNF149,284996,11
SNORD89,692205,0
MIR5696,100847007,0
CREG2,200407,0
RFX8,731220,0
MAP4K4,9448,70
LINC01127,100506328,0
IL1R2,7850,0
IL1R1,3554,6
IL1RL2,8808,8
IL1RL1,9173,0
IL18R1,8809,0
IL18RAP,8807,0
MIR4772,100616157,0
SLC9A4,389015,0
SLC9A2,6549,0
MFSD9,84804,1
TMEM182,130827,4
LOC100287010,100287010,0
LINC01102,150568,0
LINC01103,101927360,0
LINC01114,284998,0
PANTR1,100506421,0
POU3F3,5455,0
LINC01159,102682016,0
MRPS9-AS2,102724691,0
MRPS9,64965,63
MRPS9-AS1,101927492,0
LINC01918,105373984,0
GPR45,11250,0
TGFBRAP1,9392,2
C2orf49-DT,100506473,0
C2orf49,79074,23
FHL2,2274,114
LINC02946,285000,0
NCK2,8440,5
ECRG4,84417,2
UXS1,80146,22
PLGLA,285189,0
RGPD3,653489,5
ST6GAL2,84620,0
GACAT1,104326057,0
RGPD4-AS1,729121,0
RGPD4,285190,6
SLC5A7,60482,0
SULT1C3,442038,0
SULT1C2,6819,0
SULT1C2P1,151234,0
SULT1C4,27233,0
GCC2,9648,18
LIMS1,3987,21
RANBP2,5903,28
CCDC138,165055,23
EDAR,10913,0
SH3RF3-AS1,100287216,0
SH3RF3,344558,1
MIR4265,100422863,0
MIR4266,100423027,0
SEPTIN10,151011,25
SOWAHC,65124,25
RGPD5,84220,6
LIMS3,96626,8
LIMS3-LOC440895,100271835,0
LOC440895,440895,0
LINC01123,440894,7
LOC105373985,105373985,1
LOC105373986,105373986,0
MIR4267,100422994,0
MALL,7851,122
MIR4436B1,100616123,0
NPHP1,4867,6
MTLN,205251,133
LOC100507334,100507334,0
MIR4436B2,100847033,0
LOC105373551,105373551,0
LINC01106,151009,8
LOC100288570,100288570,0
LIMS4,100288695,13
RGPD6,729540,5
BUB1,699,14
ACOXL,55289,0
ACOXL-AS1,400997,0
BCL2L11,10018,2
MIR4435-2,100616341,0
MIR4435-2HG,541471,88
ANAPC1,64682,4
MIR4771-2,100616165,0
MERTK,10461,0
TMEM87B,84910,4
FBLN7,129804,0
ZC3H8,84524,1
ZC3H6,376940,0
RGPD8,727851,7
TTL,150465,4
POLR1B,84172,14
CHCHD5,84269,58
SLC20A1-DT,400999,1
SLC20A1,6574,5
NT5DC4,284958,0
CKAP2L,150468,3
IL1A,3552,8
IL1B,3553,1
IL37,27178,27
IL36G,56300,3
IL36A,27179,11
IL36B,27177,3
IL36RN,26525,27
IL1F10,84639,0
IL1RN,3557,206
PSD4,23550,2
PAX8,7849,1
PAX8-AS1,654433,0
ZNG1B,150472,165
FOXD4L1,200350,0
PGM5P4-AS1,103344932,1
PGM5P4,729468,0
FAM138B,654412,0
MIR1302-3,100302128,0
WASH2P,375260,12
DDX11L2,84771,1
RPL23AP7,118433,29
RABL2A,11159,3
SLC35F5,80255,13
MIR4782,100616208,0
ACTR3-AS1,101060091,0
ACTR3,10096,75
LINC02992,100499194,0
LINC01191,440900,1
DPP10,57628,0
DPP10-AS3,101927591,0
DPP10-AS1,389023,0
DDX18,8886,6
CCDC93,54520,1
INSIG2,51141,71
LOC101927709,101927709,0
EN1,2019,1
MARCO,8685,3
C1QL2,165257,0
STEAP3,55240,2
STEAP3-AS1,100874111,0
C2orf76,130355,18
DBI,1622,1074
TMEM37,140738,1
SCTR,6344,0
CFAP221,200373,0
TMEM177,80775,4
LOC101927764,101927764,0
PTPN4,5775,1
EPB41L5,57669,38
TMEM185B,79134,7
RALB,5899,90
LOC105373989,105373989,0
INHBB,3625,1
LINC01101,84931,0
GLI2,2736,0
TFCP2L1,29842,1
CLASP1,23332,1
RNU4ATAC,100151683,1
NIFK-AS1,254128,2
NIFK,84365,18
TSN,7247,81
CNTNAP5,129684,0
LOC105373602,105373602,0
GYPC,2995,8
TEX51,101929926,0
BIN1,274,0
CYP27C1,339761,4
ERCC3,2071,15
MAP3K2,10746,5
MAP3K2-DT,100506922,3
PROC,5624,0
MIR4783,100616187,0
IWS1,55677,49
MYO7B,4648,0
LIMS2,55679,0
GPR17,2840,0
SFT2D3,84826,5
WDR33,55339,34
POLR2D,5433,3
AMMECR1L,83607,3
SAP130,79595,8
UGGT1,56886,2
HS6ST1,9394,9
LOC101927881,101927881,0
LINC01854,151121,0
PLAC9P1,389033,0
LINC01856,101927924,0
RAB6C-AS1,100131320,0
RAB6C,84084,13
FAR2P1,440905,0
POTEF,728378,2
MED15P9,285103,0
CCDC74B,91409,0
SMPD4,55627,5
MZT2B,80097,16
TUBA3E,112714,0
TRE-TTC1-1,100189418,0
CCDC115,84317,9
IMP4,92856,26
PTPN18,26469,1
FAR2P2,100216479,0
CYP4F62P,646802,0
POTEI,653269,3
CFC1B,653275,0
PRSS40B,646743,0
PRSS40A,150527,0
CFC1,55997,0
POTEJ,653781,3
CYP4F30P,100132708,0
GPR148,344561,0
AMER3,205147,0
ARHGEF4,50649,12
FAM168B,130074,4
PLEKHB2,55041,27
POTEE,445582,3
LOC440910,440910,0
RAB6D,150786,10
LINC01120,389043,0
NOC2LP2,401010,5
MZT2A,653784,19
TUBA3D,113457,0
MIR4784,100616378,0
SMPD4BP,150776,7
CCDC74A,90557,0
POTEKP,440915,0
LINC01087,101927994,0
C2orf27A,29798,1
CDRT15P3,408029,0
LINC01945,101928067,0
ANKRD30BL,554226,0
MIR663B,100313824,0
ZNF285CP,646915,0
GPR39,2863,1
LYPD1,116372,0
NCKAP5,344148,0
NCKAP5-AS1,101928185,0
NCKAP5-AS2,101928161,0
MGAT5,4249,2
MIR3679,100500878,0
TMEM163,81615,0
ACMSD,130013,0
MIR5590,100847069,0
CCNT2-AS1,100129961,0
CCNT2,905,6
MAP3K19,80122,0
RAB3GAP1,22930,46
ZRANB3,84083,0
R3HDM1,23518,5
MIR128-1,406915,0
UBXN4,23190,66
LCT,3938,0
LCT-AS1,100507600,0
MCM6,4175,39
DARS1,1615,148
DARS1-AS1,101928243,0
CXCR4,7852,0
THSD7B,80731,0
LOC101928273,101928273,0
HNMT,3176,0
SPOPL,339745,3
NXPH2,11249,0
YY1P2,647012,1
LRP1B,53353,0
MIR7157,102465692,0
KYNU,8942,57
ARHGAP15,55843,0
